latent_1,latent_2,latent_3,latent_4,target
2.0771538830950913,-0.6116420872998608,2.779480055837094,0.2885504869409412,-1.9909048883215428
-3.755963402959948,0.11471192134584729,1.2397228847436277,0.5084244049806208,1.1970877812281877
3.5197942545833767,1.0588254011711755,-0.7870550011731441,1.2589106422063645,-1.289557883692099
-3.367553084321425,-2.031494047544818,-0.8051818421925696,-1.2396869628171094,-0.652081111581904
2.2397745887068394,3.0418579949708175,1.5293981019390448,-1.394872699776316,-0.40774433547005434
-1.2230985273126775,-3.628245070972509,1.5218906784396022,1.2876142850530616,0.9563055932926532
-0.4179223556606895,3.8772530898279403,-0.8437204815063648,1.045725774324286,-1.6175016936492994
0.797716133539374,-3.3884538340198698,-0.6102405859781594,-1.9708076442793887,0.0626497670749473
-0.7287905566343934,2.7904923885512276,1.3222656652937952,0.8733400115295096,3.263508304133453
1.6377728973255228,-2.436871080159034,-1.0188225578036996,1.260007504288101,1.1019143091337311
-1.2876622842874956,1.6766944971550062,-1.9913178293779992,0.5499352889281983,2.7652800078704822
2.1779965857794394,-1.2261389705527184,-1.012720733184466,-1.3175791792261262,-3.4890920261449767
-3.2504393810276433,0.5960010942504533,2.1911093149421195,-2.173332188210681,1.6685231337235862
3.739715989577427,0.306065100767685,1.4992319136888925,2.7825301033871828,0.9582896369805208
-3.5459105805664155,-1.4586138387309497,-2.647784724461344,1.543608449077988,0.9049131199432946
2.9412783066847625,2.558475687487987,-1.7419387564366042,-2.458447003455041,-2.2705443946160098
-1.9650474291533486,-3.3577537679252485,2.6060971524259715,-1.8198686189618127,-0.9877561307265812
0.14953192845779745,3.832160263793571,2.3662556489631363,1.7172450351256425,1.9279515232631137
1.5813875802097592,-3.774864290711872,-2.591463498055222,3.212143131379415,1.2246779367351182
-1.3029075471395806,2.9683728543606693,-4.329069890611994,-0.29417771103327117,0.5664162440296485
2.6177083617794956,-2.389591644066784,-0.16789697866761458,-3.813921700579985,-1.087453037734154
-2.290282484744524,1.2633816640808766,3.4114248039331896,0.9446424679213062,-0.787307711340548
1.1016489153564029,-0.3207580889571766,-0.10702284516192062,1.530636608049281,-0.6720663164085515
-0.8647740808300025,-0.0648699794820971,-1.8959383476459502,0.4854348382856445,-0.7408049667626558
0.6310472341781869,0.4075547976032077,-0.32762161746253005,-2.185786531211334,-0.15183464629915305
-0.10049313468656706,-0.6515154814308318,2.107731951310646,-0.07743521917375058,1.384819231183453
-0.3136239135896547,0.6392466385969264,0.3382296664626709,1.8057835777829496,-2.338843632622636
-0.7557387782605145,-0.301827394655955,-0.9616639656037184,-1.1930426964278784,1.3178685384773141
1.889076077319426,0.3432128194897103,0.08668709393536567,0.7810679038124518,-0.1509521437521235
-1.7189710270329446,-0.8956569229002239,-0.6393213106788164,-0.04917073145653768,0.7493246216632838
1.8192405329884502,1.3310776775692643,-0.39453883523914207,0.017582269341662127,0.7990281400656479
-1.3307978906294538,-1.8341089193395097,0.16567123745429654,-0.4829297488803487,-0.6269568782313182
0.07300925373849299,2.241989930046764,1.0750754235434095,-0.7542423396509288,-0.9485936655611258
0.302579193500416,-2.136562624850448,0.8835655729612363,0.6103874854498494,0.3094819033296326
-1.099612570403469,1.9374375746845,-0.4142928939278192,0.7831091890873837,-1.434786729159282
0.8060818255607882,-1.3398821123721678,-0.23835754011006122,-1.6353780683537065,-0.1127322577601772
-0.41930476895072993,0.8884291346621369,1.1680752740501792,0.7768278618776716,-0.9735271399861234
-0.6460410137076193,-0.5219446188330599,0.3075832753454146,-0.6886390916832619,-1.9794689680632316
0.25124282195290626,0.7262431651347644,0.7935664618134384,0.02941212515335989,-0.8964555571373203
-0.3299613185124528,-0.7296931622957005,0.20550694856222043,0.36165452151723604,-0.4044554823099667
-0.12737331411763358,0.8452067447591286,-0.10752990162233997,-0.1856241195361178,1.1035538913633611
0.9286663372428241,-0.831404331539649,-0.20859126798042263,0.5085153874967329,-0.6573423366965554
